UACE,NAME,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,
54658,"Marion, OH"," 42,688 "," 17,864 "," 47,637,380 ", 18.39 ," 237,368 ", 0.09 ," 2,320.90 ",
54685,"Marion, SC"," 7,009 "," 3,307 "," 14,064,797 ", 5.43 ,0.00,0.00," 1,290.69 ",
54712,"Marion, VA"," 7,281 "," 3,707 "," 18,565,599 ", 7.17 ," 74,859 ", 0.03 ," 1,015.73 ",
54722,"Marion--Herrin, IL"," 39,391 "," 19,639 "," 85,398,514 ", 32.97 ," 1,149,612 ", 0.44 ," 1,194.66 ",
54739,"Marion Oaks, FL"," 19,077 "," 7,620 "," 42,289,206 ", 16.33 ," 16,200 ", 0.01 ," 1,168.36 ",
54793,"Marksville, LA"," 6,682 "," 3,058 "," 16,607,947 ", 6.41 ,0.00,0.00," 1,042.05 ",
54820,"Marlin, TX"," 5,396 "," 2,430 "," 10,625,487 ", 4.10 ," 114,571 ", 0.04 ," 1,315.29 ",
54874,"Marquette, MI"," 24,682 "," 11,592 "," 32,869,181 ", 12.69 ," 132,763 ", 0.05 ," 1,944.86 ",
54901,"Marseilles, IL"," 4,660 "," 2,212 "," 6,194,521 ", 2.39 ,0.00,0.00," 1,948.39 ",
54955,"Marshall, MI"," 7,471 "," 3,633 "," 11,888,158 ", 4.59 ," 76,114 ", 0.03 ," 1,627.65 ",
54982,"Marshall, MN"," 13,508 "," 5,939 "," 21,477,700 ", 8.29 ,0.00,0.00," 1,628.92 ",
55009,"Marshall, MO"," 13,471 "," 5,261 "," 17,649,776 ", 6.81 ," 186,755 ", 0.07 ," 1,976.78 ",
55036,"Marshall, TX"," 21,387 "," 8,991 "," 41,867,103 ", 16.16 ," 54,941 ", 0.02 ," 1,323.05 ",
55090,"Marshalltown, IA"," 27,381 "," 11,219 "," 31,333,179 ", 12.10 ," 26,069 ", 0.01 ," 2,263.30 ",
55117,"Marshfield, MO"," 7,537 "," 3,204 "," 13,821,165 ", 5.34 ," 8,211 ", 0.00 ," 1,412.38 ",
55144,"Marshfield, WI"," 19,462 "," 9,721 "," 29,188,732 ", 11.27 ,0.00,0.00," 1,726.91 ",
55171,"Martin, TN"," 10,518 "," 4,580 "," 20,815,305 ", 8.04 ,0.00,0.00," 1,308.72 ",
55225,"Martinsville, IN"," 12,556 "," 5,560 "," 15,990,759 ", 6.17 ," 485,132 ", 0.19 ," 2,033.67 ",
55252,"Martinsville, VA"," 31,273 "," 15,866 "," 103,051,287 ", 39.79 ," 220,432 ", 0.09 , 785.98 ,
55306,"Marysville, OH"," 25,674 "," 9,395 "," 29,932,053 ", 11.56 ," 385,525 ", 0.15 ," 2,221.54 ",
55333,"Marysville, WA"," 160,440 "," 58,939 "," 175,597,979 ", 67.80 ," 4,885,337 ", 1.89 ," 2,366.41 ",
55360,"Maryville, MO"," 11,212 "," 5,175 "," 14,538,667 ", 5.61 ," 14,339 ", 0.01 ," 1,997.36 ",
55375,"Mascoutah, IL"," 8,528 "," 3,354 "," 8,316,671 ", 3.21 ," 140,230 ", 0.05 ," 2,655.80 ",
55414,"Mason City, IA"," 25,954 "," 13,118 "," 37,986,222 ", 14.67 ," 709,358 ", 0.27 ," 1,769.60 ",
55468,"Massena, NY"," 10,582 "," 5,144 "," 15,975,506 ", 6.17 ," 856,771 ", 0.33 ," 1,715.58 ",
55495,"Mathis, TX"," 5,253 "," 2,306 "," 8,399,920 ", 3.24 ,0.00,0.00," 1,619.68 ",
55534,"Mattawan, MI"," 5,721 "," 2,197 "," 16,429,467 ", 6.34 ," 166,383 ", 0.06 , 901.87 ,
55576,"Mattoon, IL"," 17,111 "," 8,711 "," 21,610,579 ", 8.34 ," 46,655 ", 0.02 ," 2,050.72 ",
55603,"Mauldin--Simpsonville, SC"," 159,506 "," 64,676 "," 262,115,104 ", 101.20 ," 2,197,725 ", 0.85 ," 1,576.10 ",
55738,"Mayagüez, PR"," 91,583 "," 49,990 "," 129,874,694 ", 50.14 ," 88,016 ", 0.03 ," 1,826.37 ",
55765,"Mayfield, KY"," 12,256 "," 5,494 "," 24,373,241 ", 9.41 ," 157,581 ", 0.06 ," 1,302.37 ",
55792,"Mayodan, NC"," 4,627 "," 2,554 "," 11,895,807 ", 4.59 ," 20,003 ", 0.01 ," 1,007.40 ",
55819,"Maysville, KY--OH"," 9,799 "," 5,071 "," 23,205,815 ", 8.96 ," 3,909,454 ", 1.51 ," 1,093.66 ",
55832,"Maytown--Marietta, PA"," 7,737 "," 3,179 "," 8,112,523 ", 3.13 ," 17,574 ", 0.01 ," 2,470.10 ",
55846,"Mayville, WI"," 5,189 "," 2,386 "," 7,103,720 ", 2.74 ," 227,057 ", 0.09 ," 1,891.89 ",
55900,"Meadville, PA"," 20,652 "," 9,614 "," 40,818,923 ", 15.76 ," 16,558 ", 0.01 ," 1,310.38 ",
55927,"Mecca, CA"," 6,875 "," 1,669 "," 1,621,795 ", 0.63 ,0.00,0.00," 10,979.30 ",
55954,"Mechanicville, NY"," 11,799 "," 5,504 "," 16,949,082 ", 6.54 ," 56,036 ", 0.02 ," 1,803.00 ",
55981,"Medford, OR"," 171,640 "," 73,280 "," 163,221,156 ", 63.02 ," 392,704 ", 0.15 ," 2,723.58 ",
56008,"Medford, WI"," 4,114 "," 2,047 "," 7,851,984 ", 3.03 ," 74,100 ", 0.03 ," 1,357.01 ",
56035,"Medina, NY"," 6,279 "," 2,930 "," 7,914,029 ", 3.06 ," 187,468 ", 0.07 ," 2,054.90 ",
56062,"Medina, OH"," 46,109 "," 19,272 "," 71,948,128 ", 27.78 ," 718,382 ", 0.28 ," 1,659.83 ",
56074,"Melissa--Anna, TX"," 34,516 "," 11,551 "," 43,891,925 ", 16.95 ," 188,106 ", 0.07 ," 2,036.73 ",
56116,"Memphis, TN--MS--AR"," 1,056,190 "," 452,043 "," 1,272,376,010 ", 491.27 ," 9,237,649 ", 3.57 ," 2,149.93 ",
56143,"Mena, AR"," 5,534 "," 2,789 "," 18,052,240 ", 6.97 ," 120,057 ", 0.05 , 793.97 ,
56170,"Mendota, CA"," 13,382 "," 2,875 "," 11,041,564 ", 4.26 ," 8,333 ", 0.00 ," 3,138.98 ",
56197,"Mendota, IL"," 6,918 "," 3,043 "," 7,384,990 ", 2.85 ," 70,458 ", 0.03 ," 2,426.21 ",
56224,"Menomonie, WI"," 17,022 "," 6,665 "," 27,518,962 ", 10.63 ," 4,140,556 ", 1.60 ," 1,602.05 ",
56251,"Merced, CA"," 150,052 "," 47,917 "," 111,568,397 ", 43.08 ," 30,577 ", 0.01 ," 3,483.36 ",
56290,"Meredith, NH"," 3,411 "," 2,391 "," 12,691,342 ", 4.90 ," 5,352,140 ", 2.07 , 696.10 ,
56305,"Meridian, MS"," 33,809 "," 16,621 "," 76,345,986 ", 29.48 ," 420,299 ", 0.16 ," 1,146.95 ",
56359,"Merrill, WI"," 9,519 "," 4,573 "," 19,472,053 ", 7.52 ," 1,654,604 ", 0.64 ," 1,266.13 ",
56413,"Mesquite, NV--AZ"," 19,206 "," 10,498 "," 25,823,275 ", 9.97 ,0.00,0.00," 1,926.30 ",
56467,"Metropolis, IL"," 5,925 "," 3,004 "," 7,738,971 ", 2.99 ," 6,733 ", 0.00 ," 1,982.91 ",
56521,"Mexia, TX"," 6,661 "," 2,695 "," 11,631,870 ", 4.49 ," 83,451 ", 0.03 ," 1,483.16 ",
56548,"Mexico, MO"," 11,351 "," 5,198 "," 17,383,043 ", 6.71 ," 155,206 ", 0.06 ," 1,691.24 ",
56602,"Miami--Fort Lauderdale, FL"," 6,077,522 "," 2,622,231 "," 3,222,398,623 "," 1,244.18 "," 227,048,874 ", 87.66 ," 4,884.78 ",
56629,"Miami, OK"," 15,348 "," 6,901 "," 23,840,055 ", 9.20 ," 27,471 ", 0.01 ," 1,667.41 ",
56656,"Michigan City--La Porte, IN--MI"," 71,367 "," 37,009 "," 127,322,729 ", 49.16 ," 4,287,181 ", 1.66 ," 1,451.74 ",
56737,"Middlebury, VT"," 6,154 "," 1,939 "," 11,337,138 ", 4.38 ," 266,537 ", 0.10 ," 1,405.89 ",
56791,"Middleport, OH--WV"," 5,814 "," 3,047 "," 14,281,906 ", 5.51 ," 1,443,599 ", 0.56 ," 1,054.35 ",
56818,"Middlesborough, KY--TN"," 13,628 "," 6,579 "," 30,537,568 ", 11.79 ," 253,480 ", 0.10 ," 1,155.83 ",
56829,"Middleton, ID"," 10,265 "," 3,418 "," 11,570,866 ", 4.47 ," 56,309 ", 0.02 ," 2,297.69 ",
56845,"Middletown, DE"," 41,851 "," 14,796 "," 62,573,948 ", 24.16 ," 282,510 ", 0.11 ," 1,732.25 ",
56899,"Middletown, NY"," 61,516 "," 24,531 "," 67,238,774 ", 25.96 ," 347,074 ", 0.13 ," 2,369.55 ",
56926,"Middletown, OH"," 93,608 "," 37,928 "," 138,863,196 ", 53.62 ," 904,432 ", 0.35 ," 1,745.92 ",
56980,"Midland, MI"," 52,340 "," 23,885 "," 98,795,707 ", 38.15 ," 985,333 ", 0.38 ," 1,372.12 ",
57007,"Midland, TX"," 141,997 "," 59,089 "," 176,864,141 ", 68.29 ," 145,403 ", 0.06 ," 2,079.40 ",
57034,"Midlothian, TX"," 30,908 "," 10,511 "," 64,025,479 ", 24.72 ," 530,345 ", 0.20 ," 1,250.30 ",
57088,"Milan, MI"," 7,861 "," 2,674 "," 8,789,762 ", 3.39 ," 210,930 ", 0.08 ," 2,316.32 ",
57115,"Milan, TN"," 7,578 "," 3,420 "," 15,535,969 ", 6.00 ,0.00,0.00," 1,263.32 ",
57169,"Miles City, MT"," 9,227 "," 4,518 "," 12,002,319 ", 4.63 ," 6,842 ", 0.00 ," 1,991.10 ",
57196,"Milford, DE"," 17,754 "," 7,450 "," 31,005,770 ", 11.97 ," 557,134 ", 0.22 ," 1,483.04 ",
57223,"Milledgeville, GA"," 22,441 "," 10,341 "," 51,239,783 ", 19.78 ," 46,821 ", 0.02 ," 1,134.31 ",
57304,"Millersburg, PA"," 4,375 "," 2,147 "," 4,850,877 ", 1.87 ,0.00,0.00," 2,335.91 ",
57319,"Millington, TN"," 12,918 "," 5,625 "," 32,863,738 ", 12.69 ," 40,648 ", 0.02 ," 1,018.07 ",
57331,"Millinocket, ME"," 3,812 "," 2,360 "," 8,539,488 ", 3.30 ," 133,543 ", 0.05 ," 1,156.16 ",
57358,"Millsboro, DE"," 9,844 "," 4,574 "," 17,182,721 ", 6.63 ," 190,757 ", 0.07 ," 1,483.81 ",
57402,"Milton, VT"," 6,417 "," 2,701 "," 14,324,910 ", 5.53 ," 219,528 ", 0.08 ," 1,160.21 ",
57412,"Milton-Freewater, OR"," 8,131 "," 3,205 "," 8,639,754 ", 3.34 ,0.00,0.00," 2,437.48 ",
57439,"Milton, PA"," 28,610 "," 12,335 "," 46,394,733 ", 17.91 ," 96,619 ", 0.04 ," 1,597.15 ",
57466,"Milwaukee, WI"," 1,306,795 "," 582,330 "," 1,200,931,774 ", 463.68 ," 26,115,240 ", 10.08 ," 2,818.30 ",
57493,"Minden, LA"," 12,659 "," 6,136 "," 33,455,136 ", 12.92 ," 233,934 ", 0.09 , 980.02 ,
57547,"Mineola, TX"," 5,699 "," 2,495 "," 14,647,065 ", 5.66 ," 153,653 ", 0.06 ," 1,007.73 ",
57574,"Mineral Wells, TX"," 14,211 "," 5,987 "," 22,936,185 ", 8.86 ," 67,060 ", 0.03 ," 1,604.73 ",
57628,"Minneapolis--St. Paul, MN"," 2,914,866 "," 1,198,573 "," 2,628,301,524 "," 1,014.79 "," 173,442,910 ", 66.97 ," 2,872.38 ",
57655,"Minot, ND"," 50,925 "," 24,508 "," 69,075,358 ", 26.67 ," 88,432 ", 0.03 ," 1,909.44 ",
57698,"Minster--New Bremen, OH"," 6,138 "," 2,459 "," 10,823,247 ", 4.18 ,0.00,0.00," 1,468.81 ",
57709,"Mission Viejo--Lake Forest--Laguna Niguel, CA"," 646,843 "," 261,622 "," 423,806,207 ", 163.63 ," 1,661,222 ", 0.64 ," 3,953.02 ",
57736,"Missoula, MT"," 88,109 "," 41,026 "," 114,715,728 ", 44.29 ," 587,170 ", 0.23 ," 1,989.28 ",
57817,"Mitchell, SD"," 15,690 "," 7,698 "," 23,603,242 ", 9.11 ," 2,760,651 ", 1.07 ," 1,721.67 ",
57844,"Moab, UT"," 7,933 "," 4,167 "," 17,145,883 ", 6.62 ,0.00,0.00," 1,198.33 ",
57898,"Moberly, MO"," 12,163 "," 5,797 "," 29,596,426 ", 11.43 ," 25,830 ", 0.01 ," 1,064.39 ",
57925,"Mobile, AL"," 321,907 "," 145,122 "," 571,733,437 ", 220.75 ," 10,111,122 ", 3.90 ," 1,458.26 ",
57979,"Mocksville, NC"," 5,971 "," 2,594 "," 16,582,694 ", 6.40 ," 41,754 ", 0.02 , 932.59 ,
58006,"Modesto, CA"," 357,301 "," 117,353 "," 182,281,708 ", 70.38 ," 938,923 ", 0.36 ," 5,076.79 ",
58033,"Molalla, OR"," 10,258 "," 3,736 "," 6,451,727 ", 2.49 ,0.00,0.00," 4,117.98 ",
58087,"Monahans, TX"," 9,162 "," 4,019 "," 18,911,937 ", 7.30 ," 31,467 ", 0.01 ," 1,254.74 ",
58162,"Monessen, PA"," 49,962 "," 25,911 "," 85,404,826 ", 32.97 ," 5,847,820 ", 2.26 ," 1,515.15 ",
58195,"Monett, MO"," 9,391 "," 3,860 "," 14,926,723 ", 5.76 ," 38,941 ", 0.02 ," 1,629.47 ",
58222,"Monmouth, IL"," 9,189 "," 3,890 "," 10,760,117 ", 4.15 ," 53,160 ", 0.02 ," 2,211.82 ",
58249,"Monmouth--Independence, OR"," 20,912 "," 7,434 "," 12,791,770 ", 4.94 ," 207,148 ", 0.08 ," 4,234.12 ",
58303,"Monroe, GA"," 16,650 "," 6,755 "," 33,880,910 ", 13.08 ," 295,616 ", 0.11 ," 1,272.79 ",
58330,"Monroe, LA"," 119,964 "," 53,099 "," 235,612,605 ", 90.97 ," 5,693,775 ", 2.20 ," 1,318.71 ",
58357,"Monroe, MI"," 57,260 "," 24,843 "," 91,543,157 ", 35.35 ," 1,899,420 ", 0.73 ," 1,620.03 ",
58369,"Monroe, WA"," 24,635 "," 8,004 "," 29,687,874 ", 11.46 ," 156,304 ", 0.06 ," 2,149.17 ",
58384,"Monroe, WI"," 10,725 "," 5,149 "," 11,327,878 ", 4.37 ,0.00,0.00," 2,452.15 ",
58411,"Monroeville, AL"," 4,284 "," 2,229 "," 12,581,347 ", 4.86 ,0.00,0.00, 881.90 ,
58420,"Montauk, NY"," 3,845 "," 3,811 "," 15,350,034 ", 5.93 ," 696,073 ", 0.27 , 648.76 ,
58429,"Mont Belvieu, TX"," 12,180 "," 4,061 "," 27,955,192 ", 10.79 ," 157,513 ", 0.06 ," 1,128.45 ",
58469,"Montesano--Elma, WA"," 12,682 "," 5,360 "," 25,946,997 ", 10.02 ," 119,784 ", 0.05 ," 1,265.90 ",
58492,"Montevallo, AL"," 6,438 "," 2,579 "," 13,129,334 ", 5.07 ," 64,582 ", 0.02 ," 1,270.01 ",
58519,"Montevideo, MN"," 5,391 "," 2,478 "," 10,575,548 ", 4.08 ," 128,550 ", 0.05 ," 1,320.27 ",
58600,"Montgomery, AL"," 254,348 "," 115,435 "," 375,806,552 ", 145.10 ," 2,449,268 ", 0.95 ," 1,752.92 ",
58708,"Monticello, AR"," 7,974 "," 3,906 "," 20,154,056 ", 7.78 ," 69,761 ", 0.03 ," 1,024.73 ",
58735,"Monticello, IL"," 5,985 "," 2,605 "," 10,153,542 ", 3.92 ," 5,128 ", 0.00 ," 1,526.67 ",
58762,"Monticello, IN"," 10,635 "," 7,338 "," 33,976,761 ", 13.12 ," 168,690 ", 0.07 , 810.69 ,
58816,"Monticello, KY"," 6,681 "," 2,958 "," 16,714,040 ", 6.45 ," 104,567 ", 0.04 ," 1,035.28 ",
58830,"Monticello, MN"," 15,760 "," 6,112 "," 22,440,549 ", 8.66 ," 1,682,990 ", 0.65 ," 1,818.95 ",
58843,"Monticello, NY"," 14,328 "," 7,407 "," 25,512,157 ", 9.85 ," 1,605,299 ", 0.62 ," 1,454.58 ",
58951,"Montrose, CO"," 24,513 "," 11,114 "," 50,460,848 ", 19.48 ,0.00,0.00," 1,258.17 ",
58961,"Montrose, MN"," 5,539 "," 2,102 "," 7,129,331 ", 2.75 ," 1,952,729 ", 0.75 ," 2,012.24 ",
59167,"Morehead, KY"," 9,375 "," 3,651 "," 21,037,256 ", 8.12 ," 315,358 ", 0.12 ," 1,154.20 ",
59194,"Morehead City--Emerald Isle--Atlantic Beach, NC"," 44,300 "," 37,416 "," 121,522,539 ", 46.92 ," 3,429,352 ", 1.32 , 944.16 ,
59221,"Morgan City, LA"," 30,236 "," 13,561 "," 51,105,272 ", 19.73 ," 2,337,769 ", 0.90 ," 1,532.34 ",
59275,"Morgantown, WV"," 77,620 "," 37,959 "," 105,409,636 ", 40.70 ," 2,707,689 ", 1.05 ," 1,907.18 ",
59302,"Morrilton, AR"," 6,340 "," 3,020 "," 14,817,515 ", 5.72 ," 167,130 ", 0.06 ," 1,108.18 ",
59329,"Morris, IL"," 15,740 "," 6,956 "," 22,372,306 ", 8.64 ," 330,128 ", 0.13 ," 1,822.18 ",
59356,"Morris, MN"," 5,030 "," 2,297 "," 8,709,379 ", 3.36 ,0.00,0.00," 1,495.82 ",
59410,"Morristown, TN"," 66,539 "," 28,535 "," 165,513,816 ", 63.91 ," 186,099 ", 0.07 ," 1,041.21 ",
59430,"Morro Bay, CA"," 13,163 "," 9,002 "," 13,744,567 ", 5.31 ," 2,990 ", 0.00 ," 2,480.40 ",
59491,"Moscow, ID"," 25,914 "," 11,301 "," 16,588,892 ", 6.41 ," 8,987 ", 0.00 ," 4,045.90 ",
59518,"Moses Lake, WA"," 38,751 "," 15,228 "," 71,676,230 ", 27.67 ," 9,828,253 ", 3.79 ," 1,400.25 ",
59572,"Moultrie, GA"," 19,217 "," 8,379 "," 49,860,266 ", 19.25 ," 639,014 ", 0.25 , 998.23 ,
59590,"Moundsville, WV"," 11,398 "," 5,613 "," 11,528,556 ", 4.45 ," 1,220 ", 0.00 ," 2,560.66 ",
59653,"Mountain Grove, MO"," 4,219 "," 2,207 "," 8,307,169 ", 3.21 ," 80,485 ", 0.03 ," 1,315.39 ",
59680,"Mountain Home, AR"," 17,783 "," 9,114 "," 41,778,578 ", 16.13 ," 40,689 ", 0.02 ," 1,102.43 ",
59707,"Mountain Home, ID"," 17,799 "," 7,378 "," 16,983,899 ", 6.56 ," 12,773 ", 0.00 ," 2,714.29 ",
59761,"Mountain Lake Park, MD"," 4,548 "," 2,223 "," 11,327,779 ", 4.37 ," 41,325 ", 0.02 ," 1,039.86 ",
59779,"Mountain Top, PA"," 10,520 "," 4,210 "," 26,487,565 ", 10.23 ,0.00,0.00," 1,028.66 ",
59815,"Mount Airy, NC"," 17,354 "," 8,544 "," 52,666,071 ", 20.33 ," 439,193 ", 0.17 , 853.43 ,
59842,"Mount Carmel, IL"," 6,963 "," 3,435 "," 11,126,845 ", 4.30 ,0.00,0.00," 1,620.77 ",
59950,"Mount Horeb, WI"," 7,730 "," 3,116 "," 7,731,701 ", 2.99 ,0.00,0.00," 2,589.42 ",
60085,"Mount Pleasant, IA"," 9,284 "," 3,508 "," 17,746,275 ", 6.85 ," 9,043 ", 0.00 ," 1,354.96 ",
60112,"Mount Pleasant, MI"," 30,738 "," 13,793 "," 38,235,935 ", 14.76 ," 465,999 ", 0.18 ," 2,082.10 ",
60166,"Mount Pleasant, TX"," 15,419 "," 5,636 "," 32,981,554 ", 12.73 ," 840,959 ", 0.32 ," 1,210.83 ",
60184,"Mount Plymouth, FL"," 6,165 "," 2,378 "," 10,444,399 ", 4.03 ," 407,539 ", 0.16 ," 1,528.79 ",
60223,"Mount Shasta, CA"," 5,203 "," 3,032 "," 15,615,039 ", 6.03 ," 11,777 ", 0.00 , 863.00 ,
60274,"Mount Sterling, KY"," 13,920 "," 6,211 "," 30,253,190 ", 11.68 ," 132,150 ", 0.05 ," 1,191.70 ",
60328,"Mount Vernon, IL"," 15,288 "," 7,686 "," 33,183,843 ", 12.81 ," 239,155 ", 0.09 ," 1,193.22 ",
60355,"Mount Vernon, IN"," 6,715 "," 3,164 "," 12,534,922 ", 4.84 ," 61,424 ", 0.02 ," 1,387.47 ",
60382,"Mount Vernon, IA"," 6,509 "," 2,322 "," 8,695,639 ", 3.36 ," 16,175 ", 0.01 ," 1,938.70 ",
60463,"Mount Vernon, OH"," 18,993 "," 8,460 "," 24,589,685 ", 9.49 ," 424,832 ", 0.16 ," 2,000.50 ",
60490,"Mount Vernon, WA"," 66,825 "," 25,909 "," 79,418,079 ", 30.66 ," 1,442,002 ", 0.56 ," 2,179.30 ",
60502,"Mount Washington, KY"," 21,516 "," 8,377 "," 33,680,478 ", 13.00 ," 168,692 ", 0.07 ," 1,654.55 ",
60517,"Mukwonago, WI"," 15,287 "," 6,230 "," 41,035,485 ", 15.84 ," 2,960,922 ", 1.14 , 964.85 ,
60571,"Muleshoe, TX"," 5,159 "," 1,944 "," 6,955,733 ", 2.69 ,0.00,0.00," 1,920.97 ",
60598,"Mullins, SC"," 4,924 "," 2,532 "," 10,386,047 ", 4.01 ,0.00,0.00," 1,227.91 ",
60625,"Muncie, IN"," 84,382 "," 39,372 "," 124,842,172 ", 48.20 ," 650,397 ", 0.25 ," 1,750.60 ",
60652,"Muncy, PA"," 7,544 "," 3,578 "," 12,917,221 ", 4.99 ," 46,190 ", 0.02 ," 1,512.62 ",
60663,"Munds Park, AZ", 773 ," 2,140 "," 3,093,852 ", 1.19 ,0.00,0.00, 647.11 ,
60733,"Murfreesboro, TN"," 177,313 "," 71,867 "," 223,081,412 ", 86.13 ," 343,959 ", 0.13 ," 2,058.61 ",
60787,"Murray, KY"," 18,958 "," 8,635 "," 30,659,893 ", 11.84 ," 41,062 ", 0.02 ," 1,601.47 ",
60814,"Muscatine, IA"," 25,144 "," 10,949 "," 41,525,970 ", 16.03 ," 103,521 ", 0.04 ," 1,568.24 ",
60841,"Muskegon--Norton Shores, MI"," 166,414 "," 72,854 "," 290,242,927 ", 112.06 ," 16,990,784 ", 6.56 ," 1,485.00 ",
60868,"Muskogee, OK"," 35,798 "," 16,883 "," 79,354,332 ", 30.64 ," 143,679 ", 0.06 ," 1,168.38 ",
60895,"Myrtle Beach--North Myrtle Beach, SC--NC"," 298,954 "," 193,144 "," 567,047,411 ", 218.94 ," 12,448,883 ", 4.81 ," 1,365.47 ",
60930,"Mystic Island--Little Egg Harbor, NJ"," 23,074 "," 12,466 "," 33,603,836 ", 12.97 ," 2,409,781 ", 0.93 ," 1,778.41 ",
60949,"Nacogdoches, TX"," 33,732 "," 14,961 "," 64,761,902 ", 25.00 ," 197,886 ", 0.08 ," 1,349.03 ",
60976,"Nampa, ID"," 177,561 "," 62,411 "," 170,587,916 ", 65.86 ," 428,457 ", 0.17 ," 2,695.86 ",
61003,"Nantucket, MA"," 12,011 "," 8,520 "," 30,176,195 ", 11.65 ," 600,790 ", 0.23 ," 1,030.89 ",
61057,"Napa, CA"," 84,619 "," 33,898 "," 52,699,865 ", 20.35 ," 434,371 ", 0.17 ," 4,158.69 ",
61084,"Napoleon, OH"," 8,868 "," 4,104 "," 16,164,517 ", 6.24 ," 534,040 ", 0.21 ," 1,420.89 ",
61111,"Nappanee, IN"," 7,250 "," 3,058 "," 11,190,893 ", 4.32 ," 3,011 ", 0.00 ," 1,677.92 ",
61165,"Nashua, NH--MA"," 242,984 "," 99,686 "," 506,500,926 ", 195.56 ," 9,287,544 ", 3.59 ," 1,242.50 ",
61219,"Nashville, GA"," 4,844 "," 2,135 "," 9,393,106 ", 3.63 ," 114,650 ", 0.04 ," 1,335.65 ",
61273,"Nashville-Davidson, TN"," 1,158,642 "," 496,886 "," 1,515,023,996 ", 584.95 ," 13,747,388 ", 5.31 ," 1,980.74 ",
61327,"Natchez, MS--LA"," 25,902 "," 13,183 "," 57,990,889 ", 22.39 ," 38,388 ", 0.01 ," 1,156.83 ",
61354,"Natchitoches, LA"," 18,935 "," 8,777 "," 28,661,363 ", 11.07 ," 1,203,849 ", 0.46 ," 1,711.06 ",
61372,"Navarre--Miramar Beach--Destin, FL"," 226,213 "," 121,681 "," 309,811,016 ", 119.62 ," 21,561,480 ", 8.32 ," 1,891.12 ",
61381,"Navasota, TX"," 7,458 "," 3,021 "," 18,281,173 ", 7.06 ," 104,492 ", 0.04 ," 1,056.61 ",
61408,"Nebraska City, NE"," 7,020 "," 3,090 "," 10,855,932 ", 4.19 ,0.00,0.00," 1,674.82 ",
61435,"Needles, CA--AZ"," 6,739 "," 3,911 "," 14,377,299 ", 5.55 ," 452,818 ", 0.17 ," 1,213.99 ",
61489,"Nelsonville, OH"," 4,709 "," 2,536 "," 8,068,784 ", 3.12 ," 11,451 ", 0.00 ," 1,511.54 ",
61543,"Neosho, MO"," 12,580 "," 5,231 "," 25,274,624 ", 9.76 ," 25,849 ", 0.01 ," 1,289.12 ",
61570,"Nephi, UT"," 6,330 "," 2,117 "," 9,098,316 ", 3.51 ,0.00,0.00," 1,801.94 ",
61597,"Nevada, IA"," 6,881 "," 3,111 "," 9,541,096 ", 3.68 ," 28,250 ", 0.01 ," 1,867.89 ",
61624,"Nevada, MO"," 8,529 "," 4,054 "," 15,836,504 ", 6.11 ," 87,486 ", 0.03 ," 1,394.88 ",
61651,"New Albany, MS"," 6,763 "," 3,134 "," 21,272,280 ", 8.21 ," 102,687 ", 0.04 , 823.42 ,
61678,"Newark, NY"," 13,568 "," 6,590 "," 22,865,679 ", 8.83 ," 265,163 ", 0.10 ," 1,536.84 ",
61705,"Newark, OH"," 81,223 "," 36,427 "," 114,192,298 ", 44.09 ," 8,906,643 ", 3.44 ," 1,842.21 ",
61786,"New Bedford, MA"," 155,491 "," 68,020 "," 153,604,036 ", 59.31 ," 12,950,793 ", 5.00 ," 2,621.80 ",
61813,"Newberg, OR"," 30,893 "," 11,645 "," 27,611,058 ", 10.66 ," 41,162 ", 0.02 ," 2,897.84 ",
61840,"New Bern, NC"," 47,988 "," 23,605 "," 106,923,376 ", 41.28 ," 3,456,364 ", 1.33 ," 1,162.41 ",
61894,"Newberry, SC"," 12,342 "," 5,409 "," 26,982,513 ", 10.42 ," 31,045 ", 0.01 ," 1,184.68 ",
61921,"New Boston, TX"," 4,502 "," 2,138 "," 9,654,465 ", 3.73 ," 6,794 ", 0.00 ," 1,207.74 ",
61948,"New Braunfels, TX"," 100,736 "," 41,658 "," 130,603,555 ", 50.43 ," 2,143,743 ", 0.83 ," 1,997.69 ",
62083,"New Carlisle, OH"," 5,507 "," 2,331 "," 3,948,277 ", 1.52 ," 22,708 ", 0.01 ," 3,612.48 ",
62110,"New Castle, CO"," 5,844 "," 2,228 "," 5,749,512 ", 2.22 ," 71,940 ", 0.03 ," 2,632.55 ",
62137,"New Castle, IN"," 18,555 "," 9,020 "," 19,867,719 ", 7.67 ," 47,622 ", 0.02 ," 2,418.86 ",
62164,"New Castle, PA"," 40,243 "," 19,179 "," 74,146,683 ", 28.63 ," 732,171 ", 0.28 ," 1,405.71 ",
62353,"New Freedom--Shrewsbury, PA"," 12,094 "," 4,942 "," 15,849,482 ", 6.12 ," 22,309 ", 0.01 ," 1,976.30 ",
62407,"New Haven, CT"," 561,456 "," 245,569 "," 771,848,509 ", 298.01 ," 25,633,001 ", 9.90 ," 1,884.00 ",
62434,"New Iberia, LA"," 37,897 "," 17,163 "," 64,278,368 ", 24.82 ," 701,477 ", 0.27 ," 1,527.00 ",
