UACE,NAME,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,
46828,"Lakeland, FL"," 277,915 "," 116,354 "," 377,964,243 ", 145.93 ," 30,055,450 ", 11.60 ," 1,904.40 ",
46882,"Lake Mills, WI"," 6,857 "," 3,262 "," 10,537,706 ", 4.07 ," 45,954 ", 0.02 ," 1,685.33 ",
46889,"Lake Mohawk, NJ"," 13,164 "," 5,460 "," 21,323,528 ", 8.23 ," 3,249,090 ", 1.25 ," 1,598.92 ",
46909,"Lake Monticello, VA"," 9,825 "," 4,320 "," 16,382,395 ", 6.33 ," 1,387,162 ", 0.54 ," 1,553.29 ",
46963,"Lake of the Pines, CA"," 4,261 "," 2,030 "," 6,004,040 ", 2.32 ," 908,432 ", 0.35 ," 1,838.09 ",
46972,"Lake of the Woods, VA"," 10,902 "," 4,840 "," 18,201,019 ", 7.03 ," 2,084,416 ", 0.80 ," 1,551.34 ",
47010,"Lake Placid, FL"," 17,816 "," 10,793 "," 61,035,549 ", 23.57 ," 9,253,525 ", 3.57 , 756.01 ,
47017,"Lake Placid, NY"," 3,486 "," 2,869 "," 8,965,254 ", 3.46 ," 539,622 ", 0.21 ," 1,007.08 ",
47044,"Lake Pocotopaug, CT"," 7,622 "," 3,617 "," 19,820,463 ", 7.65 ," 2,127,744 ", 0.82 , 995.99 ,
47071,"Lakeport, CA"," 8,994 "," 4,352 "," 16,066,764 ", 6.20 ," 116,183 ", 0.04 ," 1,449.85 ",
47120,"Lake Royale, NC"," 2,942 "," 2,237 "," 8,313,933 ", 3.21 ," 1,391,980 ", 0.54 , 916.50 ,
47125,"Lakes of the Four Seasons, IN"," 13,113 "," 4,794 "," 13,985,410 ", 5.40 ," 1,249,134 ", 0.48 ," 2,428.42 ",
47287,"Lamar, CO"," 7,502 "," 3,386 "," 11,031,355 ", 4.26 ," 35,165 ", 0.01 ," 1,761.35 ",
47368,"Lambertville, NJ--PA"," 10,167 "," 5,234 "," 14,571,870 ", 5.63 ," 121,407 ", 0.05 ," 1,807.07 ",
47395,"Lamesa, TX"," 8,731 "," 3,952 "," 11,251,019 ", 4.34 ," 23,217 ", 0.01 ," 2,009.88 ",
47412,"Lamont, CA"," 15,271 "," 4,112 "," 7,236,735 ", 2.79 ,0.00,0.00," 5,465.41 ",
47422,"Lampasas, TX"," 6,674 "," 3,004 "," 10,140,685 ", 3.92 ," 24,267 ", 0.01 ," 1,704.58 ",
47503,"Lancaster, OH"," 43,576 "," 19,625 "," 51,932,783 ", 20.05 ," 194,695 ", 0.08 ," 2,173.22 ",
47530,"Lancaster--Manheim, PA"," 394,530 "," 162,561 "," 470,163,952 ", 181.53 ," 3,497,706 ", 1.35 ," 2,173.34 ",
47557,"Lancaster, SC"," 22,709 "," 10,207 "," 57,931,076 ", 22.37 ," 77,921 ", 0.03 ," 1,015.28 ",
47638,"Lander, WY"," 6,977 "," 3,216 "," 7,750,608 ", 2.99 ,0.00,0.00," 2,331.47 ",
47665,"Landrum--Tryon, SC--NC"," 4,518 "," 2,594 "," 13,986,584 ", 5.40 ," 362,596 ", 0.14 , 836.63 ,
47719,"Lansing, MI"," 318,300 "," 143,060 "," 403,591,551 ", 155.83 ," 8,683,411 ", 3.35 ," 2,042.64 ",
47746,"Lapeer, MI"," 12,402 "," 5,383 "," 22,878,344 ", 8.83 ," 593,809 ", 0.23 ," 1,403.99 ",
47800,"La Plata, MD"," 10,536 "," 3,920 "," 16,226,989 ", 6.27 ," 12,868 ", 0.00 ," 1,681.65 ",
47827,"Laramie, WY"," 32,261 "," 15,450 "," 39,320,152 ", 15.18 ," 40,221 ", 0.02 ," 2,125.01 ",
47854,"Laredo, TX"," 251,462 "," 79,974 "," 166,290,032 ", 64.20 ," 1,566,734 ", 0.60 ," 3,916.55 ",
47865,"Lares, PR"," 28,615 "," 13,312 "," 77,906,786 ", 30.08 ," 2,244 ", 0.00 , 951.30 ,
47881,"Larned, KS"," 3,734 "," 2,087 "," 5,396,212 ", 2.08 ,0.00,0.00," 1,792.19 ",
47935,"Las Cruces, NM"," 139,338 "," 60,572 "," 166,979,315 ", 64.47 ," 51,532 ", 0.02 ," 2,161.25 ",
47989,"Las Vegas, NM"," 14,530 "," 7,337 "," 18,085,067 ", 6.98 ,0.00,0.00," 2,080.86 ",
47995,"Las Vegas--Henderson--Paradise, NV"," 2,196,623 "," 884,138 "," 1,127,407,757 ", 435.29 ," 1,522,870 ", 0.59 ," 5,046.29 ",
48016,"Laughlin, NV"," 6,579 "," 4,162 "," 3,937,232 ", 1.52 ,0.00,0.00," 4,327.79 ",
48043,"Laurel, MS"," 25,201 "," 10,428 "," 52,383,699 ", 20.23 ," 250,568 ", 0.10 ," 1,246.00 ",
48070,"Laurel, MT"," 8,789 "," 3,736 "," 15,370,854 ", 5.93 ," 10,723 ", 0.00 ," 1,480.95 ",
48151,"Laurens, SC"," 11,331 "," 5,255 "," 25,056,420 ", 9.67 ,0.00,0.00," 1,171.24 ",
48178,"Laurinburg, NC"," 16,225 "," 7,385 "," 34,045,431 ", 13.15 ," 384,789 ", 0.15 ," 1,234.31 ",
48232,"Lawrence, KS"," 94,998 "," 43,472 "," 77,505,179 ", 29.92 ," 1,076,315 ", 0.42 ," 3,174.55 ",
48259,"Lawrenceburg, KY"," 13,543 "," 5,697 "," 16,978,097 ", 6.56 ," 76,658 ", 0.03 ," 2,065.97 ",
48286,"Lawrenceburg, TN"," 11,679 "," 5,267 "," 25,039,645 ", 9.67 ,0.00,0.00," 1,208.02 ",
48340,"Lawrenceville, IL"," 4,632 "," 2,317 "," 6,745,548 ", 2.60 ,0.00,0.00," 1,778.48 ",
48394,"Lawton, OK"," 87,464 "," 40,042 "," 121,300,500 ", 46.83 ," 136,233 ", 0.05 ," 1,867.52 ",
48421,"Lead, SD"," 4,122 "," 2,568 "," 10,060,755 ", 3.88 ,0.00,0.00," 1,061.15 ",
48448,"Leadville, CO"," 4,538 "," 2,606 "," 6,461,810 ", 2.49 ,0.00,0.00," 1,818.90 ",
48475,"Leavenworth, KS"," 47,570 "," 17,963 "," 56,139,314 ", 21.68 ," 82,727 ", 0.03 ," 2,194.64 ",
48502,"Lebanon, IN"," 16,466 "," 7,511 "," 21,657,107 ", 8.36 ,0.00,0.00," 1,969.18 ",
48529,"Lebanon, KY"," 6,209 "," 2,783 "," 12,799,893 ", 4.94 ," 32,353 ", 0.01 ," 1,256.36 ",
48556,"Lebanon, MO"," 14,710 "," 6,729 "," 32,119,051 ", 12.40 ," 151,005 ", 0.06 ," 1,186.17 ",
48583,"Lebanon, NH--VT"," 30,299 "," 13,383 "," 78,122,831 ", 30.16 ," 6,858,966 ", 2.65 ," 1,004.50 ",
48637,"Lebanon, OR"," 22,327 "," 9,125 "," 22,130,880 ", 8.54 ," 374,893 ", 0.14 ," 2,612.94 ",
48664,"Lebanon, PA"," 75,485 "," 31,685 "," 84,715,873 ", 32.71 ," 383,947 ", 0.15 ," 2,307.78 ",
48691,"Lebanon, TN"," 36,678 "," 15,426 "," 78,454,826 ", 30.29 ," 10,591 ", 0.00 ," 1,210.83 ",
48745,"Lee, MA"," 8,119 "," 5,415 "," 32,524,986 ", 12.56 ," 425,301 ", 0.16 , 646.52 ,
48799,"Leesburg--Eustis--Tavares, FL"," 151,523 "," 75,939 "," 222,984,477 ", 86.09 ," 21,383,616 ", 8.26 ," 1,759.96 ",
48826,"Lee's Summit, MO"," 91,960 "," 36,767 "," 97,369,441 ", 37.59 ," 2,772,160 ", 1.07 ," 2,446.10 ",
48853,"Leesville, LA"," 8,328 "," 4,376 "," 17,823,587 ", 6.88 ," 100,153 ", 0.04 ," 1,210.16 ",
48890,"Lehighton--Palmerton--Jim Thorpe, PA"," 18,503 "," 8,782 "," 25,533,788 ", 9.86 ," 522,711 ", 0.20 ," 1,876.83 ",
48915,"Leisuretowne, NJ"," 5,294 "," 2,953 "," 8,486,323 ", 3.28 ," 301,240 ", 0.12 ," 1,615.71 ",
48934,"Leitchfield, KY"," 6,488 "," 2,981 "," 14,137,120 ", 5.46 ," 27,181 ", 0.01 ," 1,188.63 ",
48988,"Le Mars, IA"," 10,138 "," 4,347 "," 14,161,819 ", 5.47 ,0.00,0.00," 1,854.09 ",
49015,"Lemoore, CA"," 26,957 "," 9,514 "," 17,279,362 ", 6.67 ,0.00,0.00," 4,040.56 ",
49042,"Lemoore Station, CA"," 6,568 "," 1,799 "," 13,218,009 ", 5.10 ,0.00,0.00," 1,286.96 ",
49096,"Leominster--Fitchburg, MA"," 111,790 "," 48,267 "," 137,093,774 ", 52.93 ," 5,488,840 ", 2.12 ," 2,111.95 ",
49109,"Leonardtown, MD"," 6,092 "," 2,397 "," 16,002,129 ", 6.18 ," 156,464 ", 0.06 , 986.01 ,
49150,"Le Roy, NY"," 4,645 "," 2,223 "," 7,737,746 ", 2.99 ," 1,482 ", 0.00 ," 1,554.78 ",
49204,"Levelland, TX"," 12,601 "," 5,391 "," 16,589,128 ", 6.41 ," 5,302 ", 0.00 ," 1,967.34 ",
49231,"Lewes--Rehoboth Beach, DE"," 39,681 "," 33,284 "," 99,205,323 ", 38.30 ," 1,791,630 ", 0.69 ," 1,035.97 ",
49258,"Lewisburg, TN"," 11,934 "," 5,207 "," 24,303,141 ", 9.38 ," 14,335 ", 0.01 ," 1,271.81 ",
49285,"Lewisburg, WV"," 7,227 "," 3,856 "," 18,139,226 ", 7.00 ," 295,950 ", 0.11 ," 1,031.90 ",
49312,"Lewiston, ID--WA"," 54,798 "," 24,031 "," 72,334,135 ", 27.93 ," 1,361,261 ", 0.53 ," 1,962.09 ",
49339,"Lewiston, ME"," 60,743 "," 27,496 "," 81,370,404 ", 31.42 ," 2,177,771 ", 0.84 ," 1,933.43 ",
49366,"Lewistown, MT"," 6,024 "," 3,182 "," 7,557,338 ", 2.92 ,0.00,0.00," 2,064.50 ",
49393,"Lewistown, PA"," 20,999 "," 10,313 "," 31,038,012 ", 11.98 ," 372,669 ", 0.14 ," 1,752.28 ",
49474,"Lexington, NE"," 10,438 "," 3,545 "," 12,200,078 ", 4.71 ," 34,285 ", 0.01 ," 2,215.91 ",
49528,"Lexington, TN"," 6,357 "," 3,086 "," 17,232,674 ", 6.65 ," 6,182 ", 0.00 , 955.43 ,
49555,"Lexington, VA"," 9,460 "," 3,499 "," 13,682,053 ", 5.28 ," 123,531 ", 0.05 ," 1,790.76 ",
49582,"Lexington-Fayette, KY"," 315,631 "," 143,074 "," 217,543,130 ", 83.99 ," 2,056,356 ", 0.79 ," 3,757.79 ",
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD"," 62,352 "," 26,209 "," 120,832,052 ", 46.65 ," 5,412,448 ", 2.09 ," 1,336.49 ",
49609,"Libby, MT"," 4,341 "," 2,194 "," 9,104,840 ", 3.52 ," 169,223 ", 0.07 ," 1,234.85 ",
49636,"Liberal, KS"," 19,843 "," 7,399 "," 27,496,063 ", 10.62 ," 572,999 ", 0.22 ," 1,869.11 ",
49663,"Liberty, NY"," 5,284 "," 2,472 "," 7,948,305 ", 3.07 ,0.00,0.00," 1,721.81 ",
49690,"Liberty, TX"," 6,387 "," 2,607 "," 13,918,964 ", 5.37 ,0.00,0.00," 1,188.47 ",
49771,"Lihue, HI"," 15,885 "," 5,538 "," 18,238,396 ", 7.04 ," 78,115 ", 0.03 ," 2,255.79 ",
49852,"Lima, OH"," 68,630 "," 31,148 "," 126,026,967 ", 48.66 ," 3,780,471 ", 1.46 ," 1,410.42 ",
49906,"Lincoln, IL"," 13,990 "," 6,756 "," 20,982,286 ", 8.10 ," 9,593 ", 0.00 ," 1,726.88 ",
49933,"Lincoln, NE"," 291,217 "," 123,888 "," 243,909,888 ", 94.17 ," 2,980,698 ", 1.15 ," 3,092.32 ",
49945,"Lincoln, NH"," 2,005 "," 2,751 "," 12,745,379 ", 4.92 ," 461,279 ", 0.18 , 407.44 ,
49955,"Lincoln Beach, OR"," 3,626 "," 3,515 "," 7,556,872 ", 2.92 ," 35,293 ", 0.01 ," 1,242.75 ",
49960,"Lincoln City, OR"," 10,494 "," 7,831 "," 17,279,816 ", 6.67 ," 2,555,757 ", 0.99 ," 1,572.89 ",
49987,"Lincolnton, NC"," 22,657 "," 10,130 "," 73,575,382 ", 28.41 ," 350,990 ", 0.14 , 797.57 ,
50014,"Lindale--Hideaway, TX"," 11,770 "," 5,046 "," 31,849,222 ", 12.30 ," 1,346,264 ", 0.52 , 957.14 ,
50041,"Lindsay, CA"," 13,942 "," 3,936 "," 7,472,637 ", 2.89 ,0.00,0.00," 4,832.24 ",
50122,"Lindstrom--Chisago City, MN"," 9,152 "," 4,161 "," 16,117,811 ", 6.22 ," 7,232,284 ", 2.79 ," 1,470.64 ",
50149,"Linton, IN"," 5,298 "," 2,621 "," 7,716,928 ", 2.98 ,0.00,0.00," 1,778.14 ",
50230,"Litchfield, IL"," 6,350 "," 3,053 "," 12,635,306 ", 4.88 ," 23,169 ", 0.01 ," 1,301.62 ",
50257,"Litchfield, MN"," 6,569 "," 2,863 "," 10,108,192 ", 3.90 ," 42,833 ", 0.02 ," 1,683.15 ",
50275,"Litchfield Beach, SC"," 15,225 "," 10,825 "," 44,068,351 ", 17.01 ," 1,071,846 ", 0.41 , 894.80 ,
50311,"Little Falls, MN"," 9,411 "," 4,344 "," 19,191,712 ", 7.41 ," 1,117,783 ", 0.43 ," 1,270.05 ",
50338,"Little Falls, NY"," 4,597 "," 2,513 "," 8,750,577 ", 3.38 ," 241,434 ", 0.09 ," 1,360.62 ",
50365,"Littlefield, TX"," 5,626 "," 2,573 "," 7,763,061 ", 3.00 ,0.00,0.00," 1,877.00 ",
50392,"Little Rock, AR"," 461,864 "," 215,096 "," 693,638,192 ", 267.82 ," 8,175,879 ", 3.16 ," 1,724.56 ",
50419,"Littlestown, PA"," 6,442 "," 2,746 "," 8,948,225 ", 3.45 ," 9,796 ", 0.00 ," 1,864.58 ",
50473,"Live Oak (Sutter County), CA"," 9,080 "," 2,847 "," 4,312,481 ", 1.67 ,0.00,0.00," 5,453.26 ",
50500,"Live Oak, FL"," 6,668 "," 2,751 "," 13,725,566 ", 5.30 ," 3,873 ", 0.00 ," 1,258.24 ",
50533,"Livermore--Pleasanton--Dublin, CA"," 240,381 "," 86,809 "," 169,020,821 ", 65.26 ," 3,588,211 ", 1.39 ," 3,683.47 ",
50581,"Livingston, CA"," 14,255 "," 3,734 "," 6,830,950 ", 2.64 ,0.00,0.00," 5,404.85 ",
50608,"Livingston, MT"," 9,350 "," 4,752 "," 11,603,714 ", 4.48 ," 79,425 ", 0.03 ," 2,086.95 ",
50662,"Livingston, TX"," 5,592 "," 2,377 "," 17,852,551 ", 6.89 ," 28,894 ", 0.01 , 811.27 ,
50743,"Lockhart, TX"," 12,886 "," 5,022 "," 21,561,023 ", 8.32 ," 16,001 ", 0.01 ," 1,547.91 ",
50770,"Lock Haven, PA"," 14,625 "," 6,807 "," 20,455,778 ", 7.90 ," 849,922 ", 0.33 ," 1,851.73 ",
50797,"Lockport, NY"," 35,958 "," 17,025 "," 45,947,910 ", 17.74 ," 101,451 ", 0.04 ," 2,026.88 ",
50851,"Lodi, CA"," 73,090 "," 27,282 "," 42,320,716 ", 16.34 ," 258,077 ", 0.10 ," 4,473.04 ",
50932,"Logan, OH"," 8,209 "," 3,671 "," 11,181,249 ", 4.32 ," 236,039 ", 0.09 ," 1,901.51 ",
50959,"Logan, UT"," 113,927 "," 37,528 "," 123,606,252 ", 47.72 ," 87,264 ", 0.03 ," 2,387.17 ",
50986,"Logan, WV"," 8,821 "," 4,389 "," 16,615,622 ", 6.42 ," 1,565,300 ", 0.60 ," 1,374.99 ",
51013,"Logansport, IN"," 20,374 "," 8,712 "," 27,135,232 ", 10.48 ," 682,385 ", 0.26 ," 1,944.65 ",
51025,"Loíza--Vieques (Loíza Municipio), PR"," 15,763 "," 8,518 "," 11,373,959 ", 4.39 ," 167,572 ", 0.06 ," 3,589.43 ",
51040,"Lompoc, CA"," 54,287 "," 18,212 "," 25,407,607 ", 9.81 ," 73,526 ", 0.03 ," 5,533.88 ",
51121,"London, OH"," 10,259 "," 4,447 "," 13,153,337 ", 5.08 ," 26,037 ", 0.01 ," 2,020.07 ",
51131,"London--Corbin, KY"," 36,861 "," 16,540 "," 124,174,916 ", 47.94 ," 615,683 ", 0.24 , 768.83 ,
51148,"Long Beach, WA"," 3,252 "," 2,613 "," 7,578,858 ", 2.93 ," 1,747 ", 0.00 ," 1,111.33 ",
51175,"Longmont, CO"," 100,776 "," 42,509 "," 62,598,110 ", 24.17 ," 708,831 ", 0.27 ," 4,169.59 ",
51202,"Long Neck, DE"," 20,169 "," 14,343 "," 57,027,366 ", 22.02 ," 4,211,307 ", 1.63 , 916.01 ,
51256,"Longview, TX"," 107,099 "," 45,766 "," 233,762,595 ", 90.26 ," 917,375 ", 0.35 ," 1,186.61 ",
51283,"Longview, WA--OR"," 69,841 "," 29,459 "," 91,145,801 ", 35.19 ," 2,779,977 ", 1.07 ," 1,984.59 ",
51364,"Lorain--Elyria, OH"," 199,067 "," 91,234 "," 234,690,093 ", 90.61 ," 2,292,904 ", 0.89 ," 2,196.86 ",
51418,"Los Alamos, NM"," 13,283 "," 6,086 "," 22,069,410 ", 8.52 ," 3,480 ", 0.00 ," 1,558.85 ",
51445,"Los Angeles--Long Beach--Anaheim, CA"," 12,237,376 "," 4,354,341 "," 4,239,359,620 "," 1,636.83 "," 48,266,720 ", 18.64 ," 7,476.28 ",
51472,"Los Banos, CA"," 45,533 "," 13,193 "," 21,772,647 ", 8.41 ,0.00,0.00," 5,416.43 ",
51499,"Los Lunas, NM"," 53,365 "," 21,248 "," 102,095,359 ", 39.42 ," 34,322 ", 0.01 ," 1,353.78 ",
51520,"Los Osos, CA"," 13,978 "," 6,341 "," 9,923,800 ", 3.83 ," 14,474 ", 0.01 ," 3,648.08 ",
51580,"Louisa, KY--WV"," 4,582 "," 2,114 "," 9,410,544 ", 3.63 ," 215,570 ", 0.08 ," 1,261.07 ",
51755,"Louisville/Jefferson County, KY--IN"," 974,397 "," 438,588 "," 1,038,222,036 ", 400.86 ," 20,274,471 ", 7.83 ," 2,430.77 ",
51769,"Lovington, NM"," 11,765 "," 4,266 "," 12,444,138 ", 4.80 ," 16,175 ", 0.01 ," 2,448.64 ",
51796,"Lowell, IN"," 10,747 "," 4,239 "," 13,663,167 ", 5.28 ," 68,546 ", 0.03 ," 2,037.20 ",
51823,"Lowell, MI"," 7,530 "," 3,121 "," 14,388,293 ", 5.56 ," 343,358 ", 0.13 ," 1,355.45 ",
51877,"Lubbock, TX"," 272,280 "," 116,963 "," 275,248,143 ", 106.27 ," 2,166,424 ", 0.84 ," 2,562.06 ",
51958,"Ludington, MI"," 11,883 "," 7,235 "," 32,881,873 ", 12.70 ," 126,039 ", 0.05 , 935.98 ,
51985,"Lufkin, TX"," 41,551 "," 17,728 "," 95,156,630 ", 36.74 ," 567,033 ", 0.22 ," 1,130.94 ",
52039,"Luling, TX"," 5,391 "," 2,218 "," 7,275,021 ", 2.81 ,0.00,0.00," 1,919.26 ",
52066,"Lumberton, NC"," 22,256 "," 10,432 "," 52,767,724 ", 20.37 ," 192,072 ", 0.07 ," 1,092.39 ",
52093,"Luray, VA"," 4,742 "," 2,225 "," 10,615,945 ", 4.10 ," 51,669 ", 0.02 ," 1,156.91 ",
52147,"Luverne, MN"," 4,808 "," 2,199 "," 5,918,735 ", 2.29 ," 10,612 ", 0.00 ," 2,103.94 ",
52201,"Lynchburg, VA"," 125,596 "," 54,093 "," 237,236,876 ", 91.60 ," 1,885,255 ", 0.73 ," 1,371.17 ",
52228,"Lynden, WA"," 15,995 "," 6,246 "," 13,762,353 ", 5.31 ," 28,897 ", 0.01 ," 3,010.16 ",
52363,"McAlester, OK"," 19,542 "," 8,932 "," 40,215,352 ", 15.53 ," 94,495 ", 0.04 ," 1,258.56 ",
52390,"McAllen, TX"," 779,553 "," 269,683 "," 844,899,606 ", 326.22 ," 1,681,658 ", 0.65 ," 2,389.67 ",
52403,"McCall, ID"," 3,695 "," 4,331 "," 15,645,993 ", 6.04 ," 179,097 ", 0.07 , 611.66 ,
52417,"Macclenny, FL"," 10,881 "," 3,897 "," 21,894,994 ", 8.45 ,0.00,0.00," 1,287.13 ",
52471,"McComb, MS"," 15,327 "," 7,396 "," 33,941,567 ", 13.10 ," 154,492 ", 0.06 ," 1,169.56 ",
52525,"McCook, NE"," 7,395 "," 3,670 "," 13,580,428 ", 5.24 ,0.00,0.00," 1,410.34 ",
52552,"McFarland, CA"," 14,149 "," 3,410 "," 4,822,126 ", 1.86 ,0.00,0.00," 7,599.50 ",
52606,"McGregor, TX"," 5,139 "," 1,981 "," 6,001,304 ", 2.32 ,0.00,0.00," 2,217.84 ",
52623,"McHenry Northwest--Wonder Lake, IL"," 5,758 "," 2,622 "," 6,077,977 ", 2.35 ," 17,689 ", 0.01 ," 2,453.64 ",
52633,"McKenzie, TN"," 5,360 "," 2,305 "," 11,399,228 ", 4.40 ,0.00,0.00," 1,217.83 ",
52672,"McKinleyville, CA"," 14,981 "," 6,655 "," 20,421,720 ", 7.88 ," 29,268 ", 0.01 ," 1,899.97 ",
52695,"McKinney--Frisco, TX"," 504,803 "," 181,086 "," 392,749,186 ", 151.64 ," 3,806,139 ", 1.47 ," 3,328.93 ",
52741,"McMinnville, OR"," 41,831 "," 15,738 "," 33,163,576 ", 12.80 ,0.00,0.00," 3,266.89 ",
52768,"McMinnville, TN"," 15,711 "," 7,255 "," 34,242,487 ", 13.22 ,0.00,0.00," 1,188.33 ",
52795,"Macomb, IL"," 15,656 "," 8,002 "," 22,648,434 ", 8.74 ," 18,498 ", 0.01 ," 1,790.36 ",
52822,"Macon-Bibb County, GA"," 140,111 "," 65,107 "," 257,116,553 ", 99.27 ," 2,119,150 ", 0.82 ," 1,411.37 ",
52876,"Macon, MO"," 5,359 "," 2,639 "," 13,151,154 ", 5.08 ," 44,548 ", 0.02 ," 1,055.40 ",
52903,"McPherson, KS"," 14,039 "," 6,202 "," 22,379,089 ", 8.64 ," 172,060 ", 0.07 ," 1,624.77 ",
52984,"Madera, CA"," 81,635 "," 22,331 "," 54,285,495 ", 20.96 ,0.00,0.00," 3,894.85 ",
53065,"Madison, GA"," 4,709 "," 2,088 "," 12,411,816 ", 4.79 ," 80,529 ", 0.03 , 982.63 ,
53092,"Madison, IN"," 17,447 "," 7,992 "," 27,894,395 ", 10.77 ," 119,361 ", 0.05 ," 1,619.95 ",
53146,"Madison, SD"," 6,169 "," 2,931 "," 11,159,434 ", 4.31 ,0.00,0.00," 1,431.76 ",
53200,"Madison, WI"," 450,305 "," 203,337 "," 387,731,534 ", 149.70 ," 3,318,120 ", 1.28 ," 3,007.97 ",
53227,"Madisonville, KY"," 21,328 "," 10,394 "," 41,735,701 ", 16.11 ," 306,462 ", 0.12 ," 1,323.55 ",
53254,"Madisonville, TN"," 6,070 "," 2,687 "," 18,568,122 ", 7.17 ,0.00,0.00, 846.68 ,
53308,"Madras, OR"," 8,087 "," 3,131 "," 12,115,401 ", 4.68 ,0.00,0.00," 1,728.81 ",
53322,"Magalia, CA"," 6,900 "," 3,039 "," 15,223,754 ", 5.88 ," 7,128 ", 0.00 ," 1,173.88 ",
53362,"Magnolia, AR"," 10,403 "," 4,483 "," 22,734,546 ", 8.78 ," 89,633 ", 0.03 ," 1,185.14 ",
53389,"Mahanoy City, PA"," 3,720 "," 2,318 "," 2,148,324 ", 0.83 ,0.00,0.00," 4,484.78 ",
53416,"Mahomet, IL"," 11,922 "," 4,713 "," 17,802,857 ", 6.87 ," 138,788 ", 0.05 ," 1,734.43 ",
53524,"Malone, NY"," 6,885 "," 2,992 "," 8,939,354 ", 3.45 ," 170,722 ", 0.07 ," 1,994.78 ",
53551,"Malvern, AR"," 8,833 "," 4,218 "," 17,348,394 ", 6.70 ,0.00,0.00," 1,318.70 ",
53605,"Mammoth Lakes, CA"," 7,045 "," 9,174 "," 9,738,043 ", 3.76 ," 4,195 ", 0.00 ," 1,873.73 ",
53686,"Manchester, IA"," 4,913 "," 2,313 "," 9,347,969 ", 3.61 ,0.00,0.00," 1,361.22 ",
53740,"Manchester, NH"," 163,289 "," 69,559 "," 208,835,588 ", 80.63 ," 4,928,131 ", 1.90 ," 2,025.12 ",
53767,"Manchester, TN"," 12,953 "," 5,512 "," 27,032,477 ", 10.44 ," 15,793 ", 0.01 ," 1,241.03 ",
53794,"Mandeville--Covington, LA"," 113,763 "," 47,372 "," 218,412,386 ", 84.33 ," 4,456,763 ", 1.72 ," 1,349.03 ",
53834,"Manhattan, IL"," 7,826 "," 2,774 "," 7,602,887 ", 2.94 ,0.00,0.00," 2,665.99 ",
53848,"Manhattan, KS"," 60,454 "," 27,064 "," 66,921,857 ", 25.84 ," 151,419 ", 0.06 ," 2,339.67 ",
53902,"Manistee, MI"," 8,093 "," 4,590 "," 23,524,743 ", 9.08 ," 401,289 ", 0.15 , 891.01 ,
53956,"Manitowoc, WI"," 46,558 "," 22,208 "," 60,932,687 ", 23.53 ," 2,550,524 ", 0.98 ," 1,978.98 ",
53983,"Mankato, MN"," 60,206 "," 25,620 "," 66,384,476 ", 25.63 ," 795,096 ", 0.31 ," 2,348.93 ",
54037,"Manning, SC"," 4,522 "," 2,132 "," 10,047,105 ", 3.88 ,0.00,0.00," 1,165.70 ",
54050,"Manor, TX"," 17,006 "," 5,733 "," 13,793,390 ", 5.33 ,0.00,0.00," 3,193.22 ",
54064,"Mansfield, LA"," 5,602 "," 2,620 "," 10,513,660 ", 4.06 ," 67,874 ", 0.03 ," 1,380.02 ",
54091,"Mansfield, OH"," 73,545 "," 33,119 "," 123,501,224 ", 47.68 ," 241,289 ", 0.09 ," 1,542.34 ",
54145,"Manteca, CA"," 86,674 "," 28,725 "," 53,018,651 ", 20.47 ," 815,328 ", 0.31 ," 4,234.07 ",
54172,"Manteno, IL"," 10,437 "," 4,475 "," 15,563,649 ", 6.01 ," 245,231 ", 0.09 ," 1,736.85 ",
54199,"Manteo, NC"," 6,070 "," 3,300 "," 13,654,693 ", 5.27 ," 159,277 ", 0.06 ," 1,151.34 ",
54280,"Maquoketa, IA"," 6,098 "," 2,884 "," 9,788,754 ", 3.78 ," 16,593 ", 0.01 ," 1,613.46 ",
54295,"Marana, AZ"," 10,618 "," 3,623 "," 8,432,271 ", 3.26 ,0.00,0.00," 3,261.34 ",
54307,"Marathon, FL"," 9,733 "," 6,963 "," 14,362,899 ", 5.55 ," 5,189,961 ", 2.00 ," 1,755.10 ",
54334,"Marble Falls, TX"," 7,953 "," 3,692 "," 14,286,889 ", 5.52 ," 522,664 ", 0.20 ," 1,441.75 ",
54388,"Marengo, IL"," 7,509 "," 3,066 "," 9,864,690 ", 3.81 ,0.00,0.00," 1,971.50 ",
54442,"Marianna, FL"," 5,560 "," 2,724 "," 11,257,335 ", 4.35 ," 19,055 ", 0.01 ," 1,279.20 ",
54477,"Maricopa, AZ"," 57,771 "," 20,897 "," 34,187,863 ", 13.20 ," 182,664 ", 0.07 ," 4,376.59 ",
54486,"Marietta, OH--WV"," 21,723 "," 10,388 "," 35,104,150 ", 13.55 ," 1,592,877 ", 0.62 ," 1,602.73 ",
54496,"Marinette--Menominee, WI--MI"," 23,551 "," 12,010 "," 38,302,038 ", 14.79 ," 1,895,498 ", 0.73 ," 1,592.52 ",
54577,"Marion, IN"," 40,961 "," 19,146 "," 56,623,179 ", 21.86 ," 195,380 ", 0.08 ," 1,873.59 ",
54631,"Marion, NC"," 12,031 "," 5,734 "," 35,333,959 ", 13.64 ," 128,055 ", 0.05 , 881.88 ,
