UACE,Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
85087,"Stockton, CA",261920,267639,273358,279077,284796,290515,296234,301953,307672,313392,319111,324830,330549,336268,341987,347706,353425,359144,364863,370583,375009,379435,383862,388288,392715,397141,401567,405994,410420,414847,419273,423699,428126
79039,"San Jose, CA",1424746,1437364,1449983,1462601,1475220,1487838,1500456,1513075,1525693,1538312,1550930,1563548,1576167,1588785,1601404,1614022,1626640,1639259,1651877,1664496,1681791,1699086,1716381,1733676,1750971,1768266,1785561,1802856,1820151,1837446,1854741,1872036,1889331
79498,"Santa Rosa, CA",264867,267149,269431,271714,273996,276278,278561,280843,283125,285408,287690,289972,292254,294537,296819,299101,301384,303666,305948,308231,307140,306050,304960,303870,302780,301689,300599,299509,298419,297329,296238,295148,294058
77068,"Sacramento, CA",1096375,1129389,1162402,1195416,1228430,1261443,1294457,1327470,1360484,1393498,1426511,1459525,1492538,1525552,1558566,1591579,1624593,1657606,1690620,1723634,1745932,1768230,1790529,1812827,1835126,1857424,1879722,1902021,1924319,1946618,1968916,1991214,2013513
79282,"Santa Barbara, CA",196624,196584,196544,196504,196464,196423,196383,196343,196303,196263,196222,196182,196142,196102,196062,196021,195981,195941,195901,195861,196494,197128,197761,198395,199029,199662,200296,200929,201563,202197,202830,203464,204097
78661,"San Diego, CA",2420357,2448588,2476819,2505050,2533281,2561512,2589743,2617974,2646205,2674436,2702667,2730898,2759129,2787360,2815591,2843822,2872053,2900284,2928515,2956746,2968101,2979456,2990812,3002167,3013523,3024878,3036233,3047589,3058944,3070300,3081655,3093010,3104366
31843,"Fresno, CA",465188,475159,485129,495100,505070,515041,525011,534982,544952,554923,564893,574864,584834,594805,604775,614746,624716,634687,644657,654628,660924,667220,673516,679812,686108,692404,698700,704996,711292,717589,723885,730181,736477
75340,"Riverside--San Bernardino, CA",1123551,1166136,1208721,1251306,1293891,1336476,1379061,1421646,1464231,1506816,1549401,1591986,1634571,1677156,1719741,1762326,1804911,1847496,1890081,1932666,1967069,2001473,2035877,2070280,2104684,2139088,2173491,2207895,2242299,2276703,2311106,2345510,2379914
69184,"Phoenix--Mesa--Scottsdale, AZ",2257190,2329397,2401603,2473810,2546016,2618223,2690429,2762636,2834842,2907049,2979255,3051462,3123668,3195875,3268081,3340288,3412494,3484701,3556907,3629114,3663833,3698553,3733273,3767993,3802713,3837433,3872153,3906873,3941593,3976313,4011032,4045752,4080472
88732,"Tucson, AZ",609956,622230,634504,646779,659053,671327,683602,695876,708150,720425,732699,744973,757247,769522,781796,794070,806345,818619,830893,843168,846395,849622,852849,856077,859304,862531,865759,868986,872213,875441,878668,881895,885122
66673,"Oxnard--San Buenaventura (Ventura), CA",310888,313855,316822,319789,322756,325723,328690,331657,334624,337591,340557,343524,346491,349458,352425,355392,358359,361326,364293,367260,368145,369031,369917,370802,371688,372574,373459,374345,375231,376117,377002,377888,378774
80362,"Seaside--Monterey--Pacific Grove, CA",135642,134515,133389,132262,131136,130009,128882,127756,126629,125503,124376,123249,122123,120996,119870,118743,117616,116490,115363,114237,115162,116088,117014,117940,118866,119791,120717,121643,122569,123495,124420,125346,126272
19504,"Concord--Walnut Creek, CA",495614,501948,508283,514617,520952,527286,533620,539955,546289,552624,558958,565292,571627,577961,584296,590630,596964,603299,609633,615968,608229,600491,592752,585014,577275,569537,561798,554060,546321,538583,530844,523106,515367
41347,"Indio--Palm Desert--Palm Springs, CA",173204,182276,191349,200421,209494,218566,227638,236711,245783,254856,263928,273000,282073,291145,300218,309290,318362,327435,336507,345580,347129,348679,350228,351778,353327,354877,356426,357976,359525,361075,362624,364174,365723
79417,"Santa Maria, CA",111162,112177,113192,114207,115222,116237,117252,118267,119282,120297,121312,122327,123342,124357,125372,126387,127402,128417,129432,130447,131763,133079,134395,135711,137028,138344,139660,140976,142292,143609,144925,146241,147557
61057,"Napa, CA",76225,76630,77034,77439,77844,78248,78653,79057,79462,79867,80271,80676,81080,81485,81890,82294,82699,83103,83508,83913,83983,84054,84124,84195,84266,84336,84407,84477,84548,84619,84689,84760,84830
90946,"Visalia, CA",30575,40516,50457,60398,70339,80280,90221,100162,110103,120044,129985,139926,149867,159808,169749,179690,189631,199572,209513,219454,213566,207678,201791,195903,190016,184128,178240,172353,166465,160578,154690,148802,142915
28657,"Fairfield, CA",93332,95456,97580,99703,101827,103951,106074,108198,110322,112446,114569,116693,118817,120940,123064,125188,127311,129435,131559,133683,135326,136970,138614,140258,141902,143546,145190,146834,148478,150122,151765,153409,155053
22420,"Davis, CA",59927,60604,61281,61958,62636,63313,63990,64667,65344,66022,66699,67376,68053,68730,69408,70085,70762,71439,72116,72794,73218,73642,74066,74490,74914,75338,75762,76186,76610,77034,77458,77882,78306
90541,"Victorville--Hesperia--Apple Valley, CA",85219,98021,110823,123625,136427,149228,162030,174832,187634,200436,213237,226039,238841,251643,264445,277246,290048,302850,315652,328454,331190,333926,336662,339398,342135,344871,347607,350343,353079,355816,358552,361288,364024
79147,"San Luis Obispo, CA",48349,48921,49493,50065,50637,51209,51781,52353,52925,53498,54070,54642,55214,55786,56358,56930,57502,58074,58646,59219,58987,58756,58524,58293,58061,57830,57598,57367,57135,56904,56672,56441,56209
02683,"Antioch, CA",163552,169556,175560,181565,187569,193573,199578,205582,211586,217591,223595,229599,235603,241608,247612,253616,259621,265625,271629,277634,282491,287348,292205,297062,301919,306776,311633,316490,321347,326205,331062,335919,340776
79309,"Santa Clarita, CA",91126,99943,108760,117577,126395,135212,144029,152846,161663,170481,179298,188115,196932,205749,214567,223384,232201,241018,249835,258653,260590,262528,264466,266404,268342,270279,272217,274155,276093,278031,279968,281906,283844
56251,"Merced, CA",86645,89294,91942,94591,97240,99888,102537,105185,107834,110483,113131,115780,118428,121077,123726,126374,129023,131671,134320,136969,138277,139585,140893,142202,143510,144818,146127,147435,148743,150052,151360,152668,153976
89083,"Turlock, CA",42149,45189,48229,51268,54308,57348,60387,63427,66467,69507,72546,75586,78626,81665,84705,87745,90784,93824,96864,99904,97833,95763,93693,91623,89553,87483,85413,83343,81273,79203,77132,75062,72992
16318,"Chico, CA",81161,82057,82952,83848,84743,85639,86534,87430,88325,89221,90116,91012,91907,92803,93698,94594,95489,96385,97280,98176,99499,100823,102146,103470,104793,106117,107440,108764,110087,111411,112734,114058,115381
68887,"Petaluma, CA",56250,56662,57074,57486,57898,58310,58722,59134,59546,59958,60370,60782,61194,61606,62018,62430,62842,63254,63666,64078,64192,64307,64422,64537,64652,64767,64882,64997,65112,65227,65341,65456,65571
29818,"Flagstaff, AZ",43633,45124,46615,48105,49596,51087,52577,54068,55559,57050,58540,60031,61522,63012,64503,65994,67484,68975,70466,71957,72745,73534,74322,75111,75899,76688,77476,78265,79053,79842,80630,81419,82207
90028,"Vallejo, CA",153470,154081,154692,155302,155913,156524,157134,157745,158356,158967,159577,160188,160799,161409,162020,162631,163241,163852,164463,165074,166079,167085,168091,169097,170103,171108,172114,173120,174126,175132,176137,177143,178149
98020,"Yuma, AZ--CA",58664,62696,66728,70759,74791,78823,82854,86886,90918,94950,98981,103013,107045,111076,115108,119140,123171,127203,131235,135267,135312,135357,135402,135447,135492,135537,135582,135627,135672,135717,135762,135807,135852
58006,"Modesto, CA",268440,273163,277886,282608,287331,292054,296776,301499,306222,310945,315667,320390,325113,329835,334558,339281,344003,348726,353449,358172,358084,357997,357910,357823,357736,357649,357562,357475,357388,357301,357213,357126,357039
